insert into lottery.match values('1600101','英超','阿森纳','纽卡','1:0','3');
insert into lottery.europe_data values('Interwetten','firstData','3.15','3.50','2.20','1603614');
insert into lottery.europe_data values('Interwetten','lastData','3.10','3.50','2.25','1603614');
insert into lottery.match values('1603701','英超','水晶宫','利物浦','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','3.50','3.25','2.15','1603701');
insert into lottery.europe_data values('williamHill','lastData','3.60','3.40','2.05','1603701');
insert into lottery.europe_data values('Interwetten','firstData','3.30','3.30','2.10','1603701');
insert into lottery.europe_data values('Interwetten','lastData','3.30','3.30','2.10','1603701');
insert into lottery.match values('1603702','英超','西布罗','曼联','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','4.75','3.40','1.80','1603702');
insert into lottery.europe_data values('williamHill','lastData','4.00','3.20','1.95','1603702');
insert into lottery.europe_data values('Interwetten','firstData','3.80','3.45','1.90','1603702');
insert into lottery.europe_data values('Interwetten','lastData','3.60','3.30','2.00','1603702');
insert into lottery.match values('1603703','德甲','美因茨','达姆施','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','1.85','3.40','4.50','1603703');
insert into lottery.europe_data values('williamHill','lastData','1.80','3.40','4.75','1603703');
insert into lottery.europe_data values('Interwetten','firstData','1.70','3.60','4.70','1603703');
insert into lottery.europe_data values('Interwetten','lastData','1.75','3.50','4.50','1603703');
insert into lottery.match values('1603704','德甲','汉堡','赫塔','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.80','3.10','2.60','1603704');
insert into lottery.europe_data values('williamHill','lastData','2.62','3.10','2.80','1603704');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1603704');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1603704');
insert into lottery.match values('1603705','意甲','亚特兰','尤文','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','7.00','3.60','1.57','1603705');
insert into lottery.europe_data values('williamHill','lastData','8.00','4.00','1.57','1603705');
insert into lottery.europe_data values('Interwetten','firstData','7.00','4.00','1.45','1603705');
insert into lottery.europe_data values('Interwetten','lastData','7.00','4.00','1.45','1603705');
insert into lottery.match values('1603706','意甲','博洛尼','卡皮','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.10','4.20','1603706');
insert into lottery.europe_data values('williamHill','lastData','2.10','3.00','4.00','1603706');
insert into lottery.europe_data values('Interwetten','firstData','1.85','3.45','4.00','1603706');
insert into lottery.europe_data values('Interwetten','lastData','1.85','3.45','4.00','1603706');
insert into lottery.match values('1603707','意甲','弗洛西','乌迪内','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','3.30','3.30','2.20','1603707');
insert into lottery.europe_data values('williamHill','lastData','3.30','3.40','2.15','1603707');
insert into lottery.europe_data values('Interwetten','firstData','2.90','3.30','2.30','1603707');
insert into lottery.europe_data values('Interwetten','lastData','2.90','3.30','2.30','1603707');
insert into lottery.match values('1603708','意甲','热那亚','恩波利','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.25','4.00','1603708');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.20','4.00','1603708');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1603708');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1603708');
insert into lottery.match values('1603709','意甲','萨索洛','AC米兰','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','3.20','3.30','2.25','1603709');
insert into lottery.europe_data values('williamHill','lastData','2.88','3.20','2.50','1603709');
insert into lottery.europe_data values('Interwetten','firstData','3.40','3.20','2.10','1603709');
insert into lottery.europe_data values('Interwetten','lastData','3.00','3.20','2.30','1603709');
insert into lottery.match values('1603710','意甲','国米','巴勒莫','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.29','5.50','10.00','1603710');
insert into lottery.europe_data values('williamHill','lastData','1.36','4.80','8.50','1603710');
insert into lottery.europe_data values('Interwetten','firstData','1.30','5.00','9.00','1603710');
insert into lottery.europe_data values('Interwetten','lastData','1.30','5.00','9.00','1603710');
insert into lottery.match values('1603711','西甲','埃瓦尔','巴萨','0:4','0');
insert into lottery.europe_data values('williamHill','firstData','15.00','7.50','1.17','1603711');
insert into lottery.europe_data values('williamHill','lastData','13.00','5.50','1.25','1603711');
insert into lottery.europe_data values('Interwetten','firstData','12.00','5.50','1.22','1603711');
insert into lottery.europe_data values('Interwetten','lastData','10.30','5.50','1.25','1603711');
insert into lottery.match values('1603712','西甲','社会','莱万特','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.62','3.80','5.50','1603712');
insert into lottery.europe_data values('williamHill','lastData','1.62','3.60','6.00','1603712');
insert into lottery.europe_data values('Interwetten','firstData','1.55','3.90','5.60','1603712');
insert into lottery.europe_data values('Interwetten','lastData','1.55','3.90','5.60','1603712');
insert into lottery.match values('1603713','西甲','希洪','毕尔巴','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','3.30','3.30','2.20','1603713');
insert into lottery.europe_data values('williamHill','lastData','4.75','3.60','1.85','1603713');
insert into lottery.europe_data values('Interwetten','firstData','3.60','3.30','2.00','1603713');
insert into lottery.europe_data values('Interwetten','lastData','3.60','3.30','2.00','1603713');
insert into lottery.match values('1603714','西甲','巴伦西','马竞技','1:3','0');
insert into lottery.europe_data values('williamHill','firstData','4.75','3.25','1.85','1603714');
insert into lottery.europe_data values('williamHill','lastData','4.00','3.10','2.05','1603714');
insert into lottery.europe_data values('Interwetten','firstData','3.30','3.30','2.10','1603714');
insert into lottery.europe_data values('Interwetten','lastData','3.30','3.30','2.10','1603714');
insert into lottery.match values('1603901','德甲','赫塔','沙尔克','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.50','3.30','2.80','1603901');
insert into lottery.europe_data values('williamHill','lastData','2.45','3.25','2.90','1603901');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1603901');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1603901');
insert into lottery.match values('1603902','意甲','尤文','萨索洛','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.44','4.00','8.50','1603902');
insert into lottery.europe_data values('williamHill','lastData','1.36','4.40','10.00','1603902');
insert into lottery.europe_data values('Interwetten','firstData','1.37','4.60','7.50','1603902');
insert into lottery.europe_data values('Interwetten','lastData','1.37','4.60','7.50','1603902');
insert into lottery.match values('1603903','西甲','马拉加','希洪','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.60','3.75','6.00','1603903');
insert into lottery.europe_data values('williamHill','lastData','1.61','3.60','6.00','1603903');
insert into lottery.europe_data values('Interwetten','firstData','1.57','3.80','5.50','1603903');
insert into lottery.europe_data values('Interwetten','lastData','1.60','3.70','5.40','1603903');
insert into lottery.match values('1604001','英超','伯恩茅','斯旺西','3:2','3');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.40','3.80','1604001');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.20','4.00','1604001');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1604001');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1604001');
insert into lottery.match values('1604002','英超','斯托克','南安普','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','2.90','3.20','2.50','1604002');
insert into lottery.europe_data values('williamHill','lastData','2.70','3.00','2.80','1604002');
insert into lottery.europe_data values('Interwetten','firstData','2.65','3.10','2.65','1604002');
insert into lottery.europe_data values('Interwetten','lastData','2.65','3.10','2.65','1604002');
insert into lottery.match values('1604003','英超','阿森纳','西布罗','VS','');
insert into lottery.europe_data values('williamHill','firstData','1.36','4.60','9.00','1604003');
insert into lottery.europe_data values('williamHill','lastData','1.28','5.00','12.00','1604003');
insert into lottery.europe_data values('Interwetten','firstData','1.35','4.80','7.60','1604003');
insert into lottery.europe_data values('Interwetten','lastData','1.22','5.50','12.00','1604003');
insert into lottery.match values('1604004','德甲','门兴','法兰克','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.57','4.40','5.00','1604004');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.50','6.00','1604004');
insert into lottery.europe_data values('Interwetten','firstData','1.60','3.90','5.00','1604004');
insert into lottery.europe_data values('Interwetten','lastData','1.55','3.90','5.60','1604004');
insert into lottery.match values('1604005','德甲','因戈尔','斯图加','3:3','1');
insert into lottery.europe_data values('williamHill','firstData','2.80','3.40','2.45','1604005');
insert into lottery.europe_data values('williamHill','lastData','2.90','3.40','2.37','1604005');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1604005');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1604005');
